Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Não informado
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"6 meses";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"7 meses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"8 meses";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"9 meses";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"10 meses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"11 meses";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"1 ano";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;1;1;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;2;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;27
"2 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;12
"3 anos";-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"4 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"5 anos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"6 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"7 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"8 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"9 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"10 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"11 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"12 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"13 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"14 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"15 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;11
"16 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"17 anos";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;16
"18 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"19 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;6
"20 anos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;17
"21 anos";-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2;23
"22 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;13
"23 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;12
"24 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;17
"25 anos";1;-;-;-;1;1;-;1;-;-;2;-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;-;1;-;-;-;1;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"26 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"27 anos";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;2;-;2;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;3;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;1;28
"28 anos";1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;14
"29 anos";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;23
"30 anos";-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;1;-;-;1;1;1;-;1;1;-;-;1;-;-;-;-;-;1;27
"31 anos";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;1;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;23
"32 anos";-;-;1;-;-;-;-;-;-;-;2;1;1;-;-;-;1;-;-;-;1;1;1;-;2;-;-;1;1;-;-;1;-;-;2;1;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;28
"33 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;19
"34 anos";1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;2;-;1;1;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;22
"35 anos";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;2;1;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;2;23
"36 anos";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3;-;1;-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;26
"37 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;1;-;-;1;-;1;1;-;-;1;-;-;1;2;-;-;1;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;1;1;-;1;1;-;31
"38 anos";-;-;-;2;1;-;-;-;-;1;2;-;1;1;-;-;1;1;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;31
"39 anos";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;1;-;2;-;-;-;-;1;-;-;1;-;1;1;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;3;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;28
"40 anos";1;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;1;-;1;1;1;1;2;-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;4;-;-;3;-;1;-;1;-;-;-;-;-;-;1;-;-;2;2;-;-;-;-;-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;40
"41 anos";1;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;1;2;2;-;-;1;-;4;1;2;-;1;1;1;1;-;-;-;1;1;1;-;-;-;6;1;-;3;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;2;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;1;-;2;-;-;-;-;54
"42 anos";-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;1;1;-;2;-;-;-;-;4;-;-;1;-;-;1;4;-;-;1;-;-;1;-;-;5;2;1;-;2;1;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;2;1;-;1;-;1;1;-;1;-;2;2;1;-;-;-;-;-;2;-;-;-;-;-;-;3;-;-;1;-;1;-;1;-;55
"43 anos";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;4;-;1;2;-;1;1;-;1;1;1;-;1;1;-;-;1;1;1;-;-;-;1;4;1;1;3;1;-;-;-;1;-;-;-;-;-;2;-;1;1;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;44
"44 anos";1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;2;1;3;-;-;3;-;-;4;2;-;-;1;2;1;-;2;-;2;1;-;1;-;-;1;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;3;1;1;-;-;-;-;-;-;1;-;1;-;1;1;-;1;1;1;-;-;-;-;-;-;2;-;-;1;1;56
"45 anos";2;-;-;-;-;-;-;1;1;1;1;-;2;-;-;1;1;-;3;-;-;1;1;-;2;-;-;1;1;-;-;1;-;-;1;2;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;1;-;-;1;1;1;-;1;1;2;1;-;3;1;-;1;2;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;1;-;3;1;2;-;1;58
"46 anos";-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;2;1;1;1;1;1;1;2;1;-;-;1;1;1;3;2;1;-;4;-;3;1;-;-;-;2;1;-;2;-;-;-;-;2;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;2;1;1;1;3;-;1;-;-;2;-;-;-;1;-;1;-;1;-;-;2;-;2;1;-;-;-;-;1;63
"47 anos";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;-;-;1;2;-;2;1;1;-;1;2;1;-;-;-;4;1;-;-;-;-;1;4;1;-;3;2;2;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;1;1;-;-;-;2;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;2;58
"48 anos";1;-;-;1;-;-;2;1;-;-;-;-;-;-;1;-;3;1;4;-;-;1;1;-;3;1;-;-;1;2;1;1;-;1;-;1;1;1;-;-;-;2;2;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;1;1;-;2;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;2;1;-;1;1;-;1;-;1;1;-;-;-;56
"49 anos";-;-;1;1;1;-;1;-;-;-;4;-;-;-;-;-;1;-;1;-;-;1;1;-;1;-;1;1;3;2;2;3;-;1;1;1;3;-;-;-;2;2;-;2;3;-;5;-;-;-;1;-;-;1;1;2;-;1;1;-;1;1;1;-;-;-;-;-;1;1;1;-;-;1;2;1;-;2;1;-;-;-;-;-;1;1;-;-;-;-;2;1;-;-;1;-;-;71
"50 anos";1;1;-;-;-;-;1;-;-;2;3;-;2;-;-;-;1;-;3;1;-;2;-;1;4;2;-;-;1;2;1;-;-;2;1;-;2;1;-;-;1;4;-;-;-;-;1;-;1;2;-;-;-;3;-;1;-;-;1;4;-;-;1;4;1;-;1;1;2;1;-;-;1;1;-;-;1;1;1;-;-;4;2;-;-;2;-;-;-;2;-;2;1;1;3;-;-;85
"51 anos";-;-;-;1;-;-;-;-;2;-;5;-;1;-;-;1;3;1;1;-;1;1;1;1;4;-;1;-;1;1;-;-;-;-;1;-;2;1;-;1;1;4;-;-;3;1;-;1;1;1;-;-;-;-;-;1;-;-;2;2;-;-;-;-;-;1;-;1;1;2;-;-;-;1;2;3;2;3;-;-;1;-;1;1;-;1;-;-;1;-;2;1;2;1;-;-;-;75
"52 anos";-;-;1;-;1;-;1;-;2;-;3;-;1;1;1;-;-;-;-;1;-;3;-;-;3;1;-;1;2;-;-;1;5;-;-;2;2;2;1;1;1;1;-;-;5;2;2;-;1;2;3;-;-;1;-;-;-;-;-;-;-;1;-;3;1;-;-;1;1;2;2;1;-;1;-;-;3;4;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;2;-;2;1;83
"53 anos";-;-;1;-;-;-;-;1;1;-;1;-;2;-;-;-;1;1;2;-;1;1;1;1;6;1;-;-;2;1;1;-;1;-;1;2;2;1;1;-;-;2;2;1;1;2;1;-;1;3;1;-;1;-;-;1;1;-;-;-;1;1;2;1;1;-;-;2;1;1;3;-;-;-;2;1;1;1;1;-;-;-;8;-;2;1;1;1;2;2;4;1;1;3;1;-;-;96
"54 anos";-;-;-;-;2;-;1;-;-;-;5;-;-;-;1;1;-;2;2;-;1;1;1;1;6;1;-;-;-;2;2;-;-;-;-;1;1;-;-;-;2;3;-;-;2;2;2;1;-;2;-;-;1;-;-;1;-;2;-;1;1;1;-;2;-;1;1;-;2;2;-;1;1;1;3;-;-;1;-;-;1;-;3;-;-;-;1;-;-;1;1;1;1;2;1;-;1;80
"55 anos";3;-;1;1;-;1;2;1;1;-;1;1;1;2;1;4;3;-;3;2;2;1;3;2;9;3;1;-;2;2;2;5;-;-;1;2;2;1;-;-;1;2;1;-;7;3;1;-;1;1;-;-;-;2;1;-;-;-;-;6;-;-;-;1;1;1;2;1;2;1;1;-;1;-;1;2;1;3;-;-;1;1;-;-;1;1;-;3;-;-;1;1;1;1;1;1;1;124
"56 anos";3;-;-;1;3;-;2;-;-;-;4;-;1;2;-;-;1;1;3;2;3;4;4;-;11;1;1;1;1;5;1;2;1;-;2;3;4;-;-;1;2;4;3;1;1;1;2;-;-;1;1;-;1;-;-;1;-;-;-;1;-;1;1;5;-;2;3;1;1;2;-;-;1;1;6;-;-;2;-;-;-;2;1;-;-;2;3;-;1;-;2;1;-;1;-;-;-;126
"57 anos";-;-;1;-;2;-;-;-;-;-;2;-;-;1;4;1;3;-;4;1;-;3;1;1;7;-;1;-;2;2;-;1;-;-;-;3;2;-;-;1;2;5;3;-;3;-;3;2;-;-;2;-;1;2;-;-;-;-;1;2;1;-;-;1;2;1;-;1;2;1;1;1;1;1;2;1;1;3;-;-;-;-;1;2;-;2;1;-;2;1;-;1;2;3;-;3;-;107
"58 anos";-;-;1;-;-;-;1;2;-;-;2;-;2;-;1;-;1;2;6;1;-;1;-;2;9;-;-;1;1;1;3;3;-;-;1;2;1;1;-;-;3;6;-;-;5;-;3;1;1;-;1;-;-;-;-;3;-;-;2;4;-;1;-;2;2;-;2;-;5;3;1;2;1;1;3;1;1;3;1;1;-;-;3;2;-;1;-;2;1;-;-;1;1;3;1;1;-;120
"59 anos";1;1;-;2;1;1;1;1;-;-;3;-;-;1;1;-;3;1;1;-;-;1;1;1;4;-;1;-;3;2;3;1;2;-;1;1;1;-;-;-;1;4;2;4;2;2;1;-;1;-;1;-;-;2;2;1;-;-;2;1;3;2;1;2;1;-;1;-;3;2;-;1;2;-;-;2;2;2;1;1;2;2;1;-;2;2;2;1;1;-;2;-;-;7;3;-;3;120
