Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Não informado
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"10 meses";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"11 meses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"1 ano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;14
"2 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;8
"3 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;9
"4 anos";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"5 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"6 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"7 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"8 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"9 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"10 anos";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"11 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"12 anos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"13 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;8
"14 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"15 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"16 anos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"17 anos";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"18 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"19 anos";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"20 anos";1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"21 anos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"22 anos";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"23 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"24 anos";-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"25 anos";-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"26 anos";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"27 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"28 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4
"29 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"30 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"31 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;20
"32 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;14
"33 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;1;18
"34 anos";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"35 anos";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;1;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;22
"36 anos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;-;16
"37 anos";1;-;-;1;1;-;-;-;-;-;2;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;24
"38 anos";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;2;-;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;25
"39 anos";1;-;-;-;1;-;-;1;-;-;3;-;1;-;1;-;-;-;-;-;2;3;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;2;2;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"40 anos";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;1;-;-;1;3;1;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;24
"41 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;2;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;24
"42 anos";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;1;-;-;1;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;27
"43 anos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3;-;-;-;1;-;-;4;-;-;-;-;1;-;-;-;-;2;2;-;-;-;-;2;1;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;1;-;1;1;-;-;1;-;1;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;37
"44 anos";1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4;4;-;-;1;-;-;1;1;-;-;1;-;-;1;-;-;3;1;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;1;1;1;-;-;-;-;1;-;-;-;1;39
"45 anos";-;1;-;-;1;-;-;-;-;-;4;-;-;-;-;-;2;-;3;2;-;-;1;-;2;-;-;-;1;1;-;1;1;-;1;-;1;-;-;-;3;1;-;-;2;1;-;-;-;-;-;-;-;2;-;-;-;2;1;2;-;-;-;-;1;-;-;-;-;1;1;2;1;-;-;-;2;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;51
"46 anos";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;-;1;1;1;-;1;-;4;-;-;-;-;1;-;1;-;-;1;2;1;1;-;-;4;1;-;-;1;-;-;-;-;-;1;-;1;-;-;1;-;1;1;1;1;-;-;1;1;1;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;45
"47 anos";1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;3;1;1;6;-;-;-;4;1;-;1;-;-;1;2;1;-;-;-;1;5;-;-;2;-;-;-;-;1;-;-;-;-;-;3;-;1;-;1;-;-;-;1;-;1;-;-;1;1;1;-;2;1;-;-;1;2;1;-;-;-;1;-;-;2;1;-;1;-;1;2;-;1;2;-;-;64
"48 anos";-;-;-;1;-;1;1;1;-;-;1;-;-;-;1;1;1;-;2;-;-;-;-;-;2;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;2;4;1;-;3;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;1;-;1;1;1;-;1;-;-;-;1;-;-;1;2;-;-;-;-;2;-;-;-;1;-;-;-;1;3;-;-;1;1;-;48
"49 anos";-;-;-;1;-;-;1;-;-;-;1;1;-;1;1;1;1;1;-;1;-;-;1;-;1;-;2;1;-;4;-;1;1;1;-;-;-;-;-;-;1;3;-;-;1;1;2;-;1;1;1;-;-;-;-;-;-;1;1;-;1;-;-;2;-;-;1;-;1;1;1;-;-;-;1;-;1;1;1;-;-;2;1;-;-;-;-;-;-;-;2;1;1;2;-;-;-;55
"50 anos";-;-;-;-;-;-;1;-;-;-;2;1;-;-;1;2;1;1;3;-;-;1;-;1;5;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;3;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;1;-;2;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;44
"51 anos";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;1;4;-;1;2;-;-;5;2;-;-;-;2;-;-;1;-;-;2;1;1;1;2;-;5;1;-;2;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;1;-;1;1;-;-;-;-;2;1;-;2;1;-;-;3;1;1;1;-;-;-;-;-;2;2;-;1;-;-;-;65
"52 anos";1;-;1;2;2;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;5;-;1;-;-;3;-;-;2;1;1;1;3;-;1;-;1;1;-;-;1;2;2;1;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;4;1;-;-;-;1;2;-;-;1;1;-;1;1;2;1;1;-;2;-;-;1;-;-;-;1;-;-;-;64
"53 anos";-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;2;4;2;-;4;1;-;-;-;3;-;-;2;-;-;1;2;1;1;1;1;3;-;1;1;1;2;1;2;1;1;-;1;1;-;1;-;1;-;1;1;-;1;-;-;-;1;1;2;-;1;-;-;1;4;-;1;-;1;-;-;2;1;2;-;-;1;-;1;-;1;2;-;1;1;1;-;74
"54 anos";-;-;-;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;1;-;1;1;-;4;10;-;2;-;-;1;1;2;1;-;1;1;3;1;-;-;2;3;2;-;1;1;2;1;1;-;1;-;-;1;1;1;-;1;1;1;-;1;1;1;2;2;-;1;1;1;2;-;-;-;1;-;-;3;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;2;-;-;-;77
"55 anos";2;-;-;-;-;-;1;-;-;-;3;1;1;2;-;-;-;1;1;1;-;-;2;1;4;-;2;-;1;1;2;-;1;1;1;1;2;-;-;1;4;3;-;3;-;1;1;-;3;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;2;-;1;2;-;1;-;-;-;-;1;-;-;-;2;-;1;2;-;1;2;-;2;1;-;1;-;-;-;71
"56 anos";1;-;1;1;1;-;-;1;1;-;-;1;1;-;-;2;-;-;1;1;2;2;-;2;7;-;-;-;2;4;2;2;-;-;1;-;-;1;-;1;-;4;-;1;3;2;-;-;-;-;4;-;-;1;1;-;1;-;2;-;-;-;1;-;-;2;-;1;2;-;2;-;1;1;-;1;-;2;1;-;2;2;1;-;-;-;-;-;-;-;2;-;-;1;2;-;1;82
"57 anos";-;-;-;1;2;1;-;-;-;1;1;1;2;-;1;-;2;3;4;1;-;2;2;-;5;-;-;-;2;1;1;3;2;2;-;1;1;1;-;-;2;3;1;-;1;3;-;1;-;3;1;-;1;1;-;2;1;1;-;1;-;-;-;4;1;-;1;3;-;3;1;1;2;1;-;1;2;2;2;1;-;-;1;2;-;1;-;-;-;-;-;1;-;1;-;2;-;98
"58 anos";-;-;-;1;1;-;-;1;-;-;2;-;-;-;1;1;2;2;2;-;5;3;1;1;8;1;-;1;2;4;1;2;-;1;-;1;2;-;1;-;4;7;-;1;1;1;1;-;-;1;1;-;2;-;-;2;-;-;-;4;1;1;1;2;-;1;-;2;1;1;2;-;-;3;-;-;3;4;3;-;-;1;2;1;-;-;-;2;1;-;1;1;1;-;-;1;1;109
"59 anos";-;1;-;1;2;1;-;-;-;1;-;-;2;-;2;-;-;1;1;1;2;1;2;2;6;-;2;1;-;3;3;2;-;2;1;4;3;1;-;-;1;3;-;1;4;-;2;-;-;1;1;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;-;3;1;1;-;1;-;2;-;-;2;-;-;-;1;2;-;-;1;-;-;1;-;1;1;4;3;-;1;1;92
"60 anos";2;-;-;-;-;-;2;-;-;-;2;-;-;-;2;2;-;3;4;2;3;3;3;2;4;3;1;-;1;2;2;2;2;1;4;1;4;-;-;-;3;4;-;-;-;-;-;2;1;3;1;-;-;1;1;1;-;1;-;5;1;2;-;2;-;-;2;-;3;3;2;-;-;-;1;1;-;2;1;-;1;1;-;3;2;1;-;-;-;-;1;3;1;1;-;-;-;114
"61 anos";-;1;-;-;1;2;1;-;-;1;1;-;-;-;1;-;-;1;3;-;2;5;1;-;4;1;1;3;1;2;2;2;-;-;2;2;5;1;-;-;4;7;-;-;1;1;-;-;1;6;2;-;1;-;1;-;-;1;-;-;3;1;-;3;2;2;-;1;1;-;-;2;1;2;3;-;-;1;2;-;1;-;2;-;-;1;-;1;-;-;1;2;1;1;2;-;-;107
"62 anos";-;-;-;1;1;-;-;-;-;-;2;-;1;2;-;-;5;1;1;4;1;1;1;-;11;-;1;-;2;4;4;4;1;2;-;2;1;-;-;1;1;6;3;2;3;1;2;-;-;-;-;-;3;-;-;2;1;-;-;4;2;-;-;3;1;1;1;2;3;-;-;4;1;1;-;-;-;2;-;3;-;-;4;-;-;-;-;1;-;-;-;-;2;2;3;-;-;118
"63 anos";3;-;-;1;-;-;1;1;-;1;2;1;2;-;1;-;-;2;2;1;-;4;-;2;9;-;1;-;1;-;1;3;2;1;1;2;-;1;-;1;1;4;1;1;4;2;1;2;-;2;1;-;-;2;1;1;-;-;-;2;-;2;1;3;2;1;1;2;1;-;3;1;-;1;-;-;2;4;1;-;-;1;-;-;1;3;-;1;-;-;2;2;2;2;1;1;-;113
